disaster_number,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,event_name,iso_code,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,magnitude,magnitude_scale,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,num_injured,num_affected,num_homeless,total_affected,insured_damage_000s_usd,insured_damage_adjusted_000s_usd,total_damage_000s_usd,total_damage_adjusted_000s_usd,cpi,entry_date,last_update,start_date,end_date,days_lasted
2019-0086-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,"Slide (land, mud, snow, rock)|Storm",No,No,Yes,,Km2,2019,2,25,2019,3,1,1.0,,6000.0,,6000.0,,,,,83.90417006010567,2019-03-06,2023-09-25,2019-02-25,2019-03-01,4
2019-0089-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Tennessee, Mississippi, Alabama, Illinois, Indiana, Ohio, Connecticut, Maryland, Massachusetts, New Jersey, New-York, Pennsylvania, Virginia, West Virginia states",,Flood|Hail,No,No,No,,Kph,2019,2,23,2019,2,25,2.0,12.0,,,12.0,,,1200000.0,1430203.0,83.90417006010567,2019-03-08,2023-09-25,2019-02-23,2019-02-25,2
2019-0090-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",No,No,No,,Km2,2019,2,26,2019,3,4,1.0,,8000.0,,8000.0,,,,,83.90417006010567,2019-03-08,2023-09-25,2019-02-26,2019-03-04,6
2019-0116-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Nebraska, Iowa, Wisconsin, Missouri, Kansas, Illinois, Minnesota, South Dakota, North Dakota, Michigan",Fast snowmelt,Storm,No,No,No,,Km2,2019,3,14,2019,3,31,5.0,,2000.0,,2000.0,2500000.0,2979590.0,10000000.0,11918359.0,83.90417006010567,2019-03-19,2023-09-25,2019-03-14,2019-03-31,17
2019-0160-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Robertson, Angelina, Houston and Cherokee Counties (Texas); Louisiana, Arkansas, Mississippi, Alabama, Georgia, North Carolina, Ohio, Pennyslvania",,Hail,No,No,No,160.0,Kph,2019,4,13,2019,4,14,8.0,12.0,,165.0,177.0,,,1300000.0,1549387.0,83.90417006010567,2019-04-18,2023-09-25,2019-04-13,2019-04-14,1
2019-0184-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Lousiana states",,Flood,No,No,Yes,,Kph,2019,4,24,2019,4,26,5.0,,,,,,,,,83.90417006010567,2019-05-07,2023-09-25,2019-04-24,2019-04-26,2
2019-0250-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Jefferson city, Golden (Barry county), Carl Junction (Jasper county), Missouri state",,Hail,No,No,No,150.0,Kph,2019,5,23,2019,5,31,3.0,150.0,,,150.0,,,,,83.90417006010567,2019-06-18,2023-09-25,2019-05-23,2019-05-31,8
2019-0306-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,Ridgecrest (Califronia),,,No,No,Yes,7.1,Moment Magnitude,2019,7,5,2019,7,5,,,150.0,,150.0,50000.0,59592.0,200000.0,238367.0,83.90417006010567,2019-07-09,2023-09-25,2019-07-05,2019-07-05,0
2019-0307-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Lincolnton region (Lincoln County, North Carolina)",Heavy rains,,No,No,Yes,,Km2,2019,6,6,2019,6,9,3.0,,600.0,,600.0,,,,,83.90417006010567,2019-07-10,2023-09-25,2019-06-06,2019-06-09,3
2019-0335-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical cylone 'Barry',USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Arkansas, Oklahoma, Great Lakes region",,,No,No,No,,Kph,2019,7,13,2019,7,15,1.0,,,,,300000.0,357551.0,600000.0,715102.0,83.90417006010567,2019-07-15,2023-09-25,2019-07-13,2019-07-15,2
2019-0412-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Dorian',USA,United States of America,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia",,Flood,No,No,No,150.0,Kph,2019,8,28,2019,9,6,10.0,,,,,,,1600000.0,1906937.0,83.90417006010567,2019-10-28,2023-09-25,2019-08-28,2019-09-06,9
2019-0417-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm ' Imelda',USA,United States of America,Northern America,Americas,Texas,,Flood,No,No,No,65.0,Kph,2019,9,17,2019,9,21,5.0,,1000.0,,1000.0,1200000.0,1430203.0,3500000.0,4171426.0,83.90417006010567,2019-09-20,2023-09-25,2019-09-17,2019-09-21,4
2019-0484-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Arkansas, Oklahoma, Missouri, Louisiana,Tennessee.",,,No,No,Yes,220.0,Kph,2019,10,20,2019,10,21,4.0,,,,,2000000.0,2383672.0,2600000.0,3098773.0,83.90417006010567,2019-10-22,2023-09-25,2019-10-20,2019-10-21,1
2019-0513-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,Saddleridge fire & Sandalwood fire,USA,United States of America,Northern America,Americas,Los Angeles and Riverside counties (California),,,No,No,No,,Km2,2019,10,10,2019,10,17,3.0,12.0,312.0,279.0,603.0,,,325000.0,387347.0,83.90417006010567,2019-10-28,2023-09-25,2019-10-10,2019-10-17,7
2019-0517-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,Kincade Fire,USA,United States of America,Northern America,Americas,"Los Angeles, San Bernardino, Ventura, Sonoma Counties (California)",,,No,No,Yes,,Km2,2019,10,26,2019,10,31,,2.0,660.0,,662.0,800000.0,953469.0,1300000.0,1549387.0,83.90417006010567,2019-10-28,2023-09-25,2019-10-26,2019-10-31,5
2019-0593-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Pacific Northwest, Rockies, Northern Plains, Upper Midwest, and the Northeast",,Cold wave,No,No,No,,Kph,2019,11,27,2019,12,3,10.0,,,,,,,,,83.90417006010567,2019-12-06,2023-09-25,2019-11-27,2019-12-03,6
2019-0624-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Missouri, Nebraska, Indiana, Kansas, Louisiana, Mississippi, Alabama, Florida, Georgia",,Hail,No,No,No,260.0,Kph,2019,12,16,2019,12,18,18.0,,,,,175000.0,208571.0,235000.0,280081.0,83.90417006010567,2019-12-17,2023-09-25,2019-12-16,2019-12-18,2
2020-0011-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Tennessee, Kentucky, Georgia states",,Flood,No,No,No,,Kph,2020,1,10,2020,1,12,10.0,,,,,,,1200000.0,1412775.0,84.93919812938861,2020-01-13,2023-09-25,2020-01-10,2020-01-12,2
2020-0082-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Nashville (Tennessee), Kentucky, Missouri, Mississippi, Georgia, Texas Oklahoma, Illinois, Indiana, Ohio, Arkansas, West Virginia, Pennsylvania",,,No,No,Yes,,Kph,2020,3,2,2020,3,5,25.0,300.0,12000.0,,12300.0,,,2500000.0,2943282.0,84.93919812938861,2020-03-03,2023-09-25,2020-03-02,2020-03-05,3
2020-0089-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Mississippi, Tennessee",Heavy rains,,No,No,Yes,,Km2,2020,2,10,2020,2,17,,,3000.0,,3000.0,,,175000.0,206030.0,84.93919812938861,2020-03-09,2024-04-12,2020-02-10,2020-02-17,7
2020-0148-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Louisiana, Texas, Mississippi, South Carolina, Georgia, Tennessee, Arkansas, North Carolina, Alabama",,Flood,No,No,No,160.0,Kph,2020,4,10,2020,4,14,38.0,200.0,,,200.0,2600000.0,3061013.0,3500000.0,4120595.0,84.93919812938861,2020-04-16,2023-09-25,2020-04-10,2020-04-14,4
2020-0167-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana, Mississippi, Alabama, Georgia, Florida, Virginia",,Flood,No,No,No,,Kph,2020,4,21,2020,4,24,3.0,31.0,,,31.0,,,1400000.0,1648238.0,84.93919812938861,2020-05-06,2024-04-18,2020-04-21,2020-04-24,3
2020-0190-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Illinois, Iowa, Wisconsin, Michigan, Indiana, Ohio, Kentucky, Arkansas, Tennessee, Missouri",,Hail,No,No,No,,Kph,2020,4,6,2020,4,9,,,,,,2200000.0,2590088.0,2900000.0,3414207.0,84.93919812938861,2020-05-12,2024-04-18,2020-04-06,2020-04-09,3
2020-0212-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Midland Country, Edenville, Sanford (Central Michigan State)",Heavy rains,Broken Dam/Burst bank,No,No,Yes,,Km2,2020,5,17,2020,5,20,1.0,,10000.0,,10000.0,,,2100000.0,2472357.0,84.93919812938861,2020-05-27,2024-04-18,2020-05-17,2020-05-20,3
2020-0219-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Cristobal',USA,United States of America,Northern America,Americas,"errebonne, Plaquemines, Lafourche Parishes (Louisiana)",,,No,No,Yes,85.0,Kph,2020,6,7,2020,6,7,1.0,,,,,,,325000.0,382627.0,84.93919812938861,2020-06-08,2024-04-18,2020-06-07,2020-06-07,0
2020-0238-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Arkansas, Tennessee; Kansas, South Carolina",,Hail,No,No,No,130.0,Kph,2020,5,2,2020,5,3,2.0,,,,,500000.0,588656.0,850000.0,1000716.0,84.93919812938861,2020-06-10,2023-09-25,2020-05-02,2020-05-03,1
2020-0312-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Isaias',USA,United States of America,Northern America,Americas,"North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire",,,No,No,No,,Kph,2020,7,31,2020,8,2,16.0,,,,,,,4800000.0,5651101.0,84.93919812938861,2020-08-12,2023-09-25,2020-07-31,2020-08-02,2
2020-0316-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Hanna',USA,United States of America,Northern America,Americas,Texas,,Flood,No,No,No,150.0,Kph,2020,7,25,2020,7,25,,,,,,,,1100000.0,1295044.0,84.93919812938861,2020-08-10,2023-09-25,2020-07-25,2020-07-25,0
2020-0376-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Laura',USA,United States of America,Northern America,Americas,"Louisiana, Texas, Arkansas, Mississippi",,Industrial accidents,No,No,No,240.0,Kph,2020,8,27,2020,8,28,33.0,,6500.0,,6500.0,10000000.0,11773127.0,13000000.0,15305066.0,84.93919812938861,2020-08-28,2023-09-25,2020-08-27,2020-08-28,1
2020-0412-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Delta',USA,United States of America,Northern America,Americas,"Louisiana, Texas, Mississippi, Georgia, North and South Carolina",,Flood,No,No,No,195.0,Kph,2020,10,7,2020,10,11,4.0,,9400.0,,9400.0,,,2900000.0,3414207.0,84.93919812938861,2020-10-13,2023-09-25,2020-10-07,2020-10-11,4
2020-0438-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Sally',USA,United States of America,Northern America,Americas,"Alabama, Florida",,Flood,No,No,Yes,165.0,Kph,2020,9,11,2020,9,18,8.0,,,,,3500000.0,4120595.0,6300000.0,7417070.0,84.93919812938861,2020-10-15,2023-09-25,2020-09-11,2020-09-18,7
2020-0441-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,August Complex fire,USA,United States of America,Northern America,Americas,"Californie, Washington, Oregon, Colorado",,,No,No,No,,Km2,2020,8,16,2020,10,1,32.0,,,,,7500000.0,8829846.0,11000000.0,12950440.0,84.93919812938861,2020-10-15,2023-09-25,2020-08-16,2020-10-01,46
2020-0474-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Eta',USA,United States of America,Northern America,Americas,"Florida, North Carolina, Virginia",,Flood|Surge,No,No,No,100.0,Kph,2020,11,8,2020,11,12,12.0,,,,,,,1500000.0,1765969.0,84.93919812938861,2020-12-10,2023-09-25,2020-11-08,2020-11-12,4
2020-0483-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Zeta',USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",,Surge,No,No,No,175.0,Kph,2020,10,24,2020,10,30,6.0,,,,,,,3500000.0,4120595.0,84.93919812938861,2020-11-20,2023-09-25,2020-10-24,2020-10-30,6
2020-0538-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Illinois, Wisconsin, North Carolina, Virginia, Maryland",,Flood|Hail,No,No,No,110.0,Kph,2020,11,10,2020,11,10,11.0,,,,,,,350000.0,412059.0,84.93919812938861,2020-12-10,2023-09-25,2020-11-10,2020-11-10,0
2020-0580-USA,No,nat-met-sto-der,Natural,Meteorological,Storm,Derecho,,USA,United States of America,Northern America,Americas,"Iowa, Illinois, Minnesota, Indiana and Ohio",,,No,No,No,,Kph,2020,8,8,2020,8,12,4.0,,,,,5000000.0,5886564.0,6800000.0,8005727.0,84.93919812938861,2021-01-07,2024-11-12,2020-08-08,2020-08-12,4
2020-0582-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Missouri, Oklahoma, Texas, Illinois, Indiana, Ohio, Arkansas, Kentucky, Tennessee, West Virginia, Pennnsylvania",,,No,No,No,,Kph,2020,3,27,2020,3,28,,,,,,2200000.0,2590088.0,2900000.0,3414207.0,84.93919812938861,2021-01-13,2023-09-25,2020-03-27,2020-03-28,1
2020-0583-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Oklahoma, Arkansas, Indiana, Tennessee, Alabama, Georgia, Florida, South Carolina, Texas, Illinois, North Carolina",,Hail|Lightening,No,No,No,,Kph,2020,5,20,2020,5,23,2.0,,,,,,,1600000.0,1883700.0,84.93919812938861,2021-01-13,2023-09-25,2020-05-20,2020-05-23,3
2020-0584-USA,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,USA,United States of America,Northern America,Americas,South Texas,,,No,No,No,,Kph,2020,5,27,2020,5,27,,,,,,,,1400000.0,1648238.0,84.93919812938861,2021-01-13,2023-09-25,2020-05-27,2020-05-27,0
2020-9585-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,West and central states,,Heat wave,No,No,No,,Km2,2020,1,1,2020,12,1,45.0,,,,,,,4500000.0,5297907.0,84.93919812938861,2021-01-13,2023-09-25,2020-01-01,2020-12-01,335
2021-0011-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,Oregon and Washington States,,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2021,1,13,2021,1,15,3.0,,,,,,,675000.0,759028.0,88.92949347720737,2021-01-19,2023-09-25,2021-01-13,2021-01-15,2
2021-0037-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Jefferson county (Alabama),,Flood|Snow/ice,No,No,No,,Kph,2021,1,24,2021,1,27,1.0,30.0,,,30.0,,,120000.0,134938.0,88.92949347720737,2021-01-27,2023-09-25,2021-01-24,2021-01-27,3
2021-0043-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"San Mateo, Santa Cruz and Monterey Counties (California)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,Kph,2021,1,24,2021,1,29,2.0,,75.0,,75.0,,,1100000.0,1236935.0,88.92949347720737,2021-01-28,2023-09-25,2021-01-24,2021-01-29,5
2021-0059-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)",,,No,No,Yes,,Kph,2021,1,30,2021,2,2,4.0,,,,,,,100000.0,112449.0,88.92949347720737,2021-02-05,2023-09-25,2021-01-30,2021-02-02,3
2021-0096-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"North Carolina, Oklahoma, Arkansas, Missouri, Illinois, Kentucky, Tennessee, Louisiana, Mississippi, Colorado, Oregon, Washington, Nebraska, Texas",Polar Vortex,Cold wave,No,No,No,,Kph,2021,2,10,2021,2,20,235.0,10.0,,,10.0,15000000.0,16867295.0,30000000.0,33734590.0,88.92949347720737,2021-02-23,2023-09-25,2021-02-10,2021-02-20,10
2021-0117-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Todd, Christian, Breathitt, Lee and Magoffin Counties (Kentucky); Tennessee, West Virginia, Arkansas, Ohio, and Maryland",Heavy rain and thunderstorm,"Slide (land, mud, snow, rock)",No,No,Yes,,Km2,2021,2,25,2021,3,1,1.0,1.0,50.0,,51.0,,,150000.0,168673.0,88.92949347720737,2021-03-02,2023-09-25,2021-02-25,2021-03-01,4
2021-0150-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",Heavy rains,,No,No,Yes,,Km2,2021,3,8,2021,3,10,1.0,,,,,,,50000.0,56224.0,88.92949347720737,2021-03-16,2023-09-25,2021-03-08,2021-03-10,2
2021-0166-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Louisiana, Alabama,Mississippi",,,No,No,Yes,,Kph,2021,3,16,2021,3,18,,2.0,90.0,,92.0,,,500000.0,562243.0,88.92949347720737,2021-03-22,2023-09-25,2021-03-16,2021-03-18,2
2021-0178-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Calhoun, Bibb, Jefferson, Shelby and Calhoun Counties (Alabama); Mississippi; Coweta and Fayette Counties (Georgia); Tennessee; Kentucky",,Flood,No,No,Yes,,Kph,2021,3,24,2021,3,26,6.0,,,,,,,1700000.0,1911627.0,88.92949347720737,2021-04-08,2023-09-25,2021-03-24,2021-03-26,2
2021-0193-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey",Heavy rains,,No,No,No,,Km2,2021,3,27,2021,3,28,8.0,,,,,,,1300000.0,1461832.0,88.92949347720737,2021-04-12,2023-09-25,2021-03-27,2021-03-28,1
2021-0199-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Louisiana, Florida, Mississippi, Alabama",,Hail,No,No,No,,Kph,2021,4,9,2021,4,11,3.0,7.0,,,7.0,,,945000.0,1062640.0,88.92949347720737,2021-04-13,2023-09-25,2021-04-09,2021-04-11,2
2021-0211-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,Southern Louisiana and the Gulf Coast,,Transport accident,No,No,No,,Kph,2021,4,13,2021,4,15,13.0,,,,,,,215000.0,241765.0,88.92949347720737,2021-04-16,2023-09-25,2021-04-13,2021-04-15,2
2021-0250-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Burnet, Williamson, Travis Counties (Texas)",,Hail,No,No,No,,Kph,2021,4,15,2021,4,16,,,,,,,,1500000.0,1686729.0,88.92949347720737,2021-05-17,2023-09-25,2021-04-15,2021-04-16,1
2021-0251-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma",,Flood|Hail,No,No,No,,Kph,2021,4,27,2021,5,2,,,,,,,,3100000.0,3485908.0,88.92949347720737,2021-05-17,2023-09-25,2021-04-27,2021-05-02,5
2021-0266-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Alabama, Louisiana, Mississippi, Tennessee, Georgia, Texas, Virginia, Arkansas, South Carolina, North Carolina",,Flood|Hail,No,No,No,,Kph,2021,5,2,2021,5,4,4.0,8.0,,,8.0,,,1300000.0,1461832.0,88.92949347720737,2021-05-17,2023-09-25,2021-05-02,2021-05-04,2
2021-0273-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,East Baton Rouge Parish (eastern Louisiana); Lake Charles City (south-western Louisiana),,Flood,No,No,No,,Kph,2021,5,14,2021,5,19,6.0,,250.0,,250.0,,,1300000.0,1461832.0,88.92949347720737,2021-05-20,2023-09-25,2021-05-14,2021-05-19,5
2021-0305-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),Storm 'Claudette',USA,United States of America,Northern America,Americas,"Near Greenville, Butler county (Alabama); Louisiane, Mississippi, Floride",,Flood|Transport accident,No,No,No,,Kph,2021,6,18,2021,6,21,14.0,20.0,324.0,,344.0,,,375000.0,421682.0,88.92949347720737,2021-06-22,2023-09-25,2021-06-18,2021-06-21,3
2021-0335-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Bolivar, Sunflower, Panola, and Tallahatchie Counties (Mississippi State); Arkansas, Texas",Heavy rains,,No,No,No,,Km2,2021,6,7,2021,6,10,,,636.0,,636.0,,,950000.0,1068262.0,88.92949347720737,2021-06-23,2023-09-25,2021-06-07,2021-06-10,3
2021-0357-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Telegraph and Mescal Fires,USA,United States of America,Northern America,Americas,"Pinas and Gila counties (Arizona); Montana, Utah",,,No,No,No,,Km2,2021,6,6,2021,7,4,,25.0,30.0,123.0,178.0,,,10000.0,11245.0,88.92949347720737,2021-06-28,2023-09-25,2021-06-06,2021-07-04,28
2021-0373-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Elsa',USA,United States of America,Northern America,Americas,"California, Georgia, Florida, North Carolina, South Carolina",,Flood,No,No,Yes,100.0,Kph,2021,7,2,2021,7,9,1.0,9.0,,,9.0,,,1200000.0,1349384.0,88.92949347720737,2021-07-20,2023-09-25,2021-07-02,2021-07-09,7
2021-0390-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,"Oregon, Washington, Northern California, Idaho, Western Nevada",,,No,No,No,46.8,°C,2021,6,26,2021,6,30,229.0,,,,,,,,,88.92949347720737,2021-07-09,2023-09-25,2021-06-26,2021-06-30,4
2021-0410-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Bootleg Fire,USA,United States of America,Northern America,Americas,"Arizona, California, Oregon",,,No,No,No,,Km2,2021,7,6,2021,7,31,,,,483.0,483.0,,,325000.0,365458.0,88.92949347720737,2021-07-13,2023-09-25,2021-07-06,2021-07-31,25
2021-0433-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,Dixie fire,USA,United States of America,Northern America,Americas,Plumas County (California),"Heat, drought and winds",,No,No,No,,Km2,2021,7,13,2021,8,11,3.0,13.0,36.0,1212.0,1261.0,,,3000000.0,3373459.0,88.92949347720737,2021-07-26,2023-09-25,2021-07-13,2021-08-11,29
2021-0442-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,Albuquerque (New Mexico); Larimer County (Colorado); Arizona,Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,Km2,2021,7,16,2021,7,21,8.0,,,,,,,50000.0,56224.0,88.92949347720737,2021-07-26,2023-09-25,2021-07-16,2021-07-21,5
2021-0487-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Arizona, Missouri, Nebraska, Iowa, South Dakota, North Dakota, New Mexico, Texas",,Flood|Hail,No,No,No,,Kph,2021,7,8,2021,7,11,1.0,,,,,,,1200000.0,1349384.0,88.92949347720737,2021-08-11,2023-09-25,2021-07-08,2021-07-11,3
2021-0488-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Utah, Nevada, Arizona, New Mexico",Active monsoonal rainfall,Storm,No,No,Yes,,Km2,2021,7,22,2021,7,28,9.0,,,,,,,300000.0,337346.0,88.92949347720737,2021-08-11,2023-09-25,2021-07-22,2021-07-28,6
2021-0526-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,Caldor fire,USA,United States of America,Northern America,Americas,El Dorado County (California),,,No,No,No,,Km2,2021,8,13,2021,8,31,,,55903.0,,55903.0,,,1500000.0,1686729.0,88.92949347720737,2021-08-19,2024-08-27,2021-08-13,2021-08-31,18
2021-0531-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical depression 'Henri',USA,United States of America,Northern America,Americas,"Rhode Isl., Connecticut, Vermont, New York, New Jersey states",,Flood,No,No,Yes,120.0,Kph,2021,8,20,2021,8,25,,,86.0,,86.0,,,550000.0,618467.0,88.92949347720737,2021-08-23,2023-09-25,2021-08-20,2021-08-25,5
2021-0532-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Fred',USA,United States of America,Northern America,Americas,"Transylvania, Haywood, Swain counties (North Carolina); Florida","Heavy rains, remnants of tropical storm Fred",Flood,No,No,Yes,,Kph,2021,8,17,2021,8,22,7.0,,105.0,,105.0,,,1300000.0,1461832.0,88.92949347720737,2021-08-23,2023-09-25,2021-08-17,2021-08-22,5
